id,title,description,category,priority,status,created_at
491,Major issue: Access permission needed,Need access to the shared drive for marketing team. Multiple users are reporting this issue.,account,high,open,2025-11-13 17:13:40
492,Printer paper jam,Office printer has a paper jam that I cannot clear. This is affecting my work.,hardware,low,in_progress,2025-09-28 17:13:40
493,Slow internet speed,"Internet is extremely slow, pages take forever to load. This is affecting my work.",network,low,resolved,2025-10-28 17:13:40
494,Monitor display issues,Second monitor is not being detected by my computer. Has been happening since yesterday.,hardware,low,open,2025-10-29 17:13:40
495,Suspicious email received,Received a phishing email claiming to be from IT. Please help urgently.,security,low,resolved,2025-09-24 17:13:40
496,Password reset request,I forgot my password and need to reset it. This is affecting my work.,account,low,resolved,2025-09-02 17:13:40
497,Major issue: VPN not working,VPN connection keeps dropping every few minutes.,network,high,open,2025-11-17 17:13:40
498,Important: Application crashing,Microsoft Excel crashes every time I open large files. Has been happening since yesterday.,software,medium,open,2025-11-03 17:13:40
499,Keyboard keys not working,Several keys on my keyboard have stopped responding. Multiple users are reporting this issue.,hardware,low,open,2025-09-03 17:13:40
500,Browser performance issues,Chrome browser is very slow and unresponsive. Multiple users are reporting this issue.,software,low,open,2025-10-13 17:13:40
501,Account locked out,My account has been locked after multiple login attempts.,account,low,in_progress,2025-09-17 17:13:40
502,Monitor display issues,Second monitor is not being detected by my computer.,hardware,low,open,2025-10-27 17:13:40
503,Network printer offline,Network printer is showing offline status. Has been happening since yesterday.,network,low,open,2025-11-17 17:13:40
504,Software license expired,AutoCAD showing license expired message.,software,low,open,2025-11-14 17:13:40
505,Need help: Network connectivity issues,Unable to connect to the office network from my laptop.,network,medium,open,2025-09-16 17:13:40
506,High priority: Malware detected,Antivirus detected malware on my computer. Please help urgently.,security,medium,open,2025-11-01 17:13:40
507,High priority: Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,medium,resolved,2025-10-13 17:13:40
508,Need help: Password reset request,I forgot my password and need to reset it. Has been happening since yesterday.,account,medium,open,2025-10-21 17:13:40
509,Need help: Browser performance issues,Chrome browser is very slow and unresponsive. This is affecting my work.,software,medium,open,2025-11-12 17:13:40
510,Software installation error,Cannot install the updated version of Adobe Reader.,software,low,resolved,2025-08-27 17:13:40
511,WiFi connection problems,Cannot connect to WiFi in conference room B. This is affecting my work.,network,low,resolved,2025-11-03 17:13:40
512,Need help: Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,medium,open,2025-09-22 17:13:40
513,Need help: VPN not working,VPN connection keeps dropping every few minutes.,network,medium,resolved,2025-10-15 17:13:40
514,Need help: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Please help urgently.,security,medium,in_progress,2025-09-10 17:13:40
515,Important: Access permission needed,Need access to the shared drive for marketing team. Has been happening since yesterday.,account,medium,open,2025-10-17 17:13:40
516,Slow internet speed,"Internet is extremely slow, pages take forever to load. This is affecting my work.",network,low,open,2025-11-16 17:13:40
517,System down: Password reset request,I forgot my password and need to reset it. Has been happening since yesterday.,account,high,open,2025-09-09 17:13:40
518,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,open,2025-10-09 17:13:40
519,Important: New user account setup,New employee needs account setup for all systems. Please help urgently.,account,medium,open,2025-09-29 17:13:40
520,Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,low,resolved,2025-09-14 17:13:40
521,Email account issues,"Cannot access my email account, shows invalid credentials. Multiple users are reporting this issue.",account,low,open,2025-09-08 17:13:40
522,Major issue: Software license expired,AutoCAD showing license expired message. Multiple users are reporting this issue.,software,high,resolved,2025-08-27 17:13:40
523,High priority: Malware detected,Antivirus detected malware on my computer. This is affecting my work.,security,medium,resolved,2025-09-19 17:13:40
524,Software license expired,AutoCAD showing license expired message. Has been happening since yesterday.,software,low,open,2025-10-31 17:13:40
525,URGENT: Software license expired,AutoCAD showing license expired message.,software,high,open,2025-11-07 17:13:40
526,Application crashing,Microsoft Excel crashes every time I open large files. Multiple users are reporting this issue.,software,low,open,2025-11-01 17:13:40
527,Application crashing,Microsoft Excel crashes every time I open large files. Please help urgently.,software,low,open,2025-10-02 17:13:40
528,CRITICAL: VPN not working,VPN connection keeps dropping every few minutes.,network,high,open,2025-09-16 17:13:40
529,New user account setup,New employee needs account setup for all systems. Please help urgently.,account,low,open,2025-09-24 17:13:40
530,Need help: Data breach concern,"Concerned about potential data breach, unusual activity noticed. This is affecting my work.",security,medium,open,2025-09-30 17:13:40
531,Application crashing,Microsoft Excel crashes every time I open large files. Has been happening since yesterday.,software,low,resolved,2025-09-17 17:13:40
532,EMERGENCY: Data breach concern,"Concerned about potential data breach, unusual activity noticed. This is affecting my work.",security,high,resolved,2025-10-26 17:13:40
533,Email account issues,"Cannot access my email account, shows invalid credentials. Multiple users are reporting this issue.",account,low,open,2025-09-19 17:13:40
534,High priority: Network printer offline,Network printer is showing offline status. Please help urgently.,network,medium,open,2025-09-15 17:13:40
535,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,in_progress,2025-10-02 17:13:40
536,Keyboard keys not working,Several keys on my keyboard have stopped responding. This is affecting my work.,hardware,low,in_progress,2025-10-21 17:13:40
537,Security certificate error,Getting security certificate error on company website. Multiple users are reporting this issue.,security,low,open,2025-11-10 17:13:40
538,Laptop screen flickering,My laptop screen keeps flickering and going black. Please help urgently.,hardware,low,open,2025-10-26 17:13:40
539,System down: VPN not working,VPN connection keeps dropping every few minutes. Has been happening since yesterday.,network,high,open,2025-11-07 17:13:40
540,Major issue: Suspicious email received,Received a phishing email claiming to be from IT. Please help urgently.,security,high,open,2025-09-20 17:13:40
541,Need help: Browser performance issues,Chrome browser is very slow and unresponsive.,software,medium,open,2025-09-19 17:13:40
542,Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,low,open,2025-09-01 17:13:40
543,Unauthorized access attempt,Multiple failed login attempts on my account from unknown location.,security,low,open,2025-09-09 17:13:40
544,Software installation error,Cannot install the updated version of Adobe Reader. Please help urgently.,software,low,open,2025-10-25 17:13:40
545,Account locked out,My account has been locked after multiple login attempts. Multiple users are reporting this issue.,account,low,open,2025-09-17 17:13:40
546,Important: Account locked out,My account has been locked after multiple login attempts. Multiple users are reporting this issue.,account,medium,resolved,2025-10-10 17:13:40
547,WiFi connection problems,Cannot connect to WiFi in conference room B. Has been happening since yesterday.,network,low,open,2025-08-26 17:13:40
548,Slow internet speed,"Internet is extremely slow, pages take forever to load. Multiple users are reporting this issue.",network,low,open,2025-09-02 17:13:40
549,Laptop screen flickering,My laptop screen keeps flickering and going black. Please help urgently.,hardware,low,open,2025-09-23 17:13:40
550,Slow internet speed,"Internet is extremely slow, pages take forever to load. Please help urgently.",network,low,open,2025-10-18 17:13:40
551,Printer paper jam,Office printer has a paper jam that I cannot clear. Has been happening since yesterday.,hardware,low,open,2025-09-18 17:13:40
552,EMERGENCY: Monitor display issues,Second monitor is not being detected by my computer. Multiple users are reporting this issue.,hardware,high,in_progress,2025-10-08 17:13:40
553,Important: WiFi connection problems,Cannot connect to WiFi in conference room B. Multiple users are reporting this issue.,network,medium,in_progress,2025-08-26 17:13:40
554,Security certificate error,Getting security certificate error on company website. Has been happening since yesterday.,security,low,open,2025-09-01 17:13:40
555,Need help: Access permission needed,Need access to the shared drive for marketing team. This is affecting my work.,account,medium,open,2025-11-04 17:13:40
556,Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,low,open,2025-10-09 17:13:40
557,Need help: Malware detected,Antivirus detected malware on my computer.,security,medium,open,2025-09-25 17:13:40
558,Need help: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Multiple users are reporting this issue.,security,medium,in_progress,2025-10-03 17:13:40
559,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,in_progress,2025-08-22 17:13:40
560,Need help: Malware detected,Antivirus detected malware on my computer. This is affecting my work.,security,medium,open,2025-09-27 17:13:40
561,New user account setup,New employee needs account setup for all systems. Has been happening since yesterday.,account,low,open,2025-11-01 17:13:40
562,Software license expired,AutoCAD showing license expired message. Has been happening since yesterday.,software,low,open,2025-10-04 17:13:40
563,Password reset request,I forgot my password and need to reset it. This is affecting my work.,account,low,open,2025-11-20 17:13:40
564,Security certificate error,Getting security certificate error on company website. Please help urgently.,security,low,open,2025-11-02 17:13:40
565,Important: Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,medium,open,2025-08-25 17:13:40
566,Important: VPN not working,VPN connection keeps dropping every few minutes. This is affecting my work.,network,medium,open,2025-11-04 17:13:40
567,High priority: Email account issues,"Cannot access my email account, shows invalid credentials. Has been happening since yesterday.",account,medium,resolved,2025-11-06 17:13:40
568,High priority: WiFi connection problems,Cannot connect to WiFi in conference room B.,network,medium,open,2025-10-09 17:13:40
569,Software license expired,AutoCAD showing license expired message.,software,low,resolved,2025-11-07 17:13:40
570,Important: Data breach concern,"Concerned about potential data breach, unusual activity noticed. Please help urgently.",security,medium,open,2025-09-07 17:13:40
571,URGENT: Slow internet speed,"Internet is extremely slow, pages take forever to load. Multiple users are reporting this issue.",network,high,open,2025-09-18 17:13:40
572,Important: Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,medium,resolved,2025-10-27 17:13:40
573,EMERGENCY: Keyboard keys not working,Several keys on my keyboard have stopped responding. Please help urgently.,hardware,high,open,2025-09-11 17:13:40
574,URGENT: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. This is affecting my work.,security,high,open,2025-09-19 17:13:40
575,Security certificate error,Getting security certificate error on company website. Please help urgently.,security,low,open,2025-10-09 17:13:40
576,VPN not working,VPN connection keeps dropping every few minutes. Please help urgently.,network,low,resolved,2025-08-27 17:13:40
577,System down: Password reset request,I forgot my password and need to reset it. Please help urgently.,account,high,in_progress,2025-08-24 17:13:40
578,Need help: Laptop screen flickering,My laptop screen keeps flickering and going black. Please help urgently.,hardware,medium,in_progress,2025-09-25 17:13:40
579,Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,low,in_progress,2025-08-22 17:13:40
580,Malware detected,Antivirus detected malware on my computer. This is affecting my work.,security,low,open,2025-09-17 17:13:40
581,Network connectivity issues,Unable to connect to the office network from my laptop.,network,low,open,2025-11-13 17:13:40
582,Major issue: Printer paper jam,Office printer has a paper jam that I cannot clear. This is affecting my work.,hardware,high,in_progress,2025-10-30 17:13:40
583,Browser performance issues,Chrome browser is very slow and unresponsive.,software,low,in_progress,2025-10-16 17:13:40
584,Malware detected,Antivirus detected malware on my computer.,security,low,in_progress,2025-09-13 17:13:40
585,Important: VPN not working,VPN connection keeps dropping every few minutes. This is affecting my work.,network,medium,open,2025-08-25 17:13:40
586,Email account issues,"Cannot access my email account, shows invalid credentials. Has been happening since yesterday.",account,low,open,2025-09-07 17:13:40
587,Network connectivity issues,Unable to connect to the office network from my laptop. Please help urgently.,network,low,resolved,2025-10-28 17:13:40
588,Network connectivity issues,Unable to connect to the office network from my laptop. Has been happening since yesterday.,network,low,open,2025-10-18 17:13:40
589,Slow internet speed,"Internet is extremely slow, pages take forever to load. Multiple users are reporting this issue.",network,low,open,2025-10-29 17:13:40
590,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,in_progress,2025-09-28 17:13:40
591,High priority: Email client not syncing,Outlook is not syncing my emails properly. Multiple users are reporting this issue.,software,medium,open,2025-11-04 17:13:40
592,Software installation error,Cannot install the updated version of Adobe Reader.,software,low,open,2025-11-04 17:13:40
593,High priority: Browser performance issues,Chrome browser is very slow and unresponsive.,software,medium,open,2025-09-26 17:13:40
594,Application crashing,Microsoft Excel crashes every time I open large files. Multiple users are reporting this issue.,software,low,in_progress,2025-09-05 17:13:40
595,Suspicious email received,Received a phishing email claiming to be from IT. Multiple users are reporting this issue.,security,low,in_progress,2025-11-08 17:13:40
596,Important: Network connectivity issues,Unable to connect to the office network from my laptop. Has been happening since yesterday.,network,medium,open,2025-11-05 17:13:40
597,Slow internet speed,"Internet is extremely slow, pages take forever to load. Has been happening since yesterday.",network,low,resolved,2025-11-07 17:13:40
598,EMERGENCY: WiFi connection problems,Cannot connect to WiFi in conference room B. Please help urgently.,network,high,in_progress,2025-09-21 17:13:40
599,Password reset request,I forgot my password and need to reset it. Has been happening since yesterday.,account,low,in_progress,2025-08-30 17:13:40
600,Password reset request,I forgot my password and need to reset it.,account,low,resolved,2025-09-14 17:13:40
601,Network connectivity issues,Unable to connect to the office network from my laptop. Multiple users are reporting this issue.,network,low,open,2025-10-14 17:13:40
602,Browser performance issues,Chrome browser is very slow and unresponsive. This is affecting my work.,software,low,open,2025-09-05 17:13:40
603,Major issue: Software license expired,AutoCAD showing license expired message. This is affecting my work.,software,high,resolved,2025-08-24 17:13:40
604,Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Please help urgently.,security,low,in_progress,2025-11-18 17:13:40
605,System down: Software installation error,Cannot install the updated version of Adobe Reader. Please help urgently.,software,high,resolved,2025-11-20 17:13:40
606,WiFi connection problems,Cannot connect to WiFi in conference room B. Please help urgently.,network,low,open,2025-10-13 17:13:40
607,Access permission needed,Need access to the shared drive for marketing team. Please help urgently.,account,low,resolved,2025-09-30 17:13:40
608,EMERGENCY: Keyboard keys not working,Several keys on my keyboard have stopped responding. This is affecting my work.,hardware,high,open,2025-09-12 17:13:40
609,Major issue: Printer paper jam,Office printer has a paper jam that I cannot clear. This is affecting my work.,hardware,high,open,2025-09-03 17:13:40
610,Printer paper jam,Office printer has a paper jam that I cannot clear. Please help urgently.,hardware,low,in_progress,2025-10-10 17:13:40
611,System down: Software license expired,AutoCAD showing license expired message. Multiple users are reporting this issue.,software,high,in_progress,2025-10-25 17:13:40
612,Important: Access permission needed,Need access to the shared drive for marketing team. Has been happening since yesterday.,account,medium,open,2025-10-30 17:13:40
613,Major issue: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Multiple users are reporting this issue.,security,high,open,2025-09-01 17:13:40
614,High priority: Email account issues,"Cannot access my email account, shows invalid credentials. This is affecting my work.",account,medium,open,2025-11-17 17:13:40
615,CRITICAL: Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,high,in_progress,2025-10-11 17:13:40
616,Important: Laptop screen flickering,My laptop screen keeps flickering and going black. This is affecting my work.,hardware,medium,resolved,2025-11-13 17:13:40
617,WiFi connection problems,Cannot connect to WiFi in conference room B. Please help urgently.,network,low,open,2025-08-27 17:13:40
618,Software installation error,Cannot install the updated version of Adobe Reader. This is affecting my work.,software,low,resolved,2025-09-05 17:13:40
619,Major issue: Data breach concern,"Concerned about potential data breach, unusual activity noticed.",security,high,open,2025-11-19 17:13:40
620,CRITICAL: Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,high,open,2025-09-21 17:13:40
621,Important: Email account issues,"Cannot access my email account, shows invalid credentials. Please help urgently.",account,medium,open,2025-09-29 17:13:40
622,Network connectivity issues,Unable to connect to the office network from my laptop. Multiple users are reporting this issue.,network,low,resolved,2025-11-13 17:13:40
623,EMERGENCY: VPN not working,VPN connection keeps dropping every few minutes.,network,high,open,2025-08-31 17:13:40
624,URGENT: Software license expired,AutoCAD showing license expired message. Multiple users are reporting this issue.,software,high,in_progress,2025-10-06 17:13:40
625,High priority: Account locked out,My account has been locked after multiple login attempts. Please help urgently.,account,medium,resolved,2025-10-06 17:13:40
626,Email account issues,"Cannot access my email account, shows invalid credentials. Please help urgently.",account,low,open,2025-10-03 17:13:40
627,Application crashing,Microsoft Excel crashes every time I open large files. Please help urgently.,software,low,open,2025-10-20 17:13:40
628,High priority: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Multiple users are reporting this issue.,security,medium,resolved,2025-11-06 17:13:40
629,Suspicious email received,Received a phishing email claiming to be from IT. Has been happening since yesterday.,security,low,open,2025-08-31 17:13:40
630,Need help: Software license expired,AutoCAD showing license expired message. Has been happening since yesterday.,software,medium,resolved,2025-09-01 17:13:40
631,Malware detected,Antivirus detected malware on my computer. Please help urgently.,security,low,open,2025-11-19 17:13:40
632,Important: Monitor display issues,Second monitor is not being detected by my computer. Has been happening since yesterday.,hardware,medium,open,2025-10-27 17:13:40
633,Need help: Email account issues,"Cannot access my email account, shows invalid credentials. Multiple users are reporting this issue.",account,medium,resolved,2025-09-05 17:13:40
634,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,open,2025-11-06 17:13:40
635,Password reset request,I forgot my password and need to reset it. This is affecting my work.,account,low,in_progress,2025-10-16 17:13:40
636,Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,low,in_progress,2025-09-23 17:13:40
637,System down: Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,high,open,2025-10-02 17:13:40
638,Important: Data breach concern,"Concerned about potential data breach, unusual activity noticed.",security,medium,open,2025-10-25 17:13:40
639,High priority: WiFi connection problems,Cannot connect to WiFi in conference room B. This is affecting my work.,network,medium,in_progress,2025-09-12 17:13:40
640,VPN not working,VPN connection keeps dropping every few minutes. Please help urgently.,network,low,open,2025-09-04 17:13:40
641,System down: Email client not syncing,Outlook is not syncing my emails properly. Multiple users are reporting this issue.,software,high,in_progress,2025-09-14 17:13:40
642,Security certificate error,Getting security certificate error on company website. This is affecting my work.,security,low,resolved,2025-10-21 17:13:40
643,New user account setup,New employee needs account setup for all systems.,account,low,resolved,2025-11-17 17:13:40
644,High priority: Keyboard keys not working,Several keys on my keyboard have stopped responding. Please help urgently.,hardware,medium,in_progress,2025-11-09 17:13:40
645,Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,low,resolved,2025-09-24 17:13:40
646,Monitor display issues,Second monitor is not being detected by my computer. This is affecting my work.,hardware,low,in_progress,2025-11-07 17:13:40
647,High priority: Browser performance issues,Chrome browser is very slow and unresponsive. Has been happening since yesterday.,software,medium,resolved,2025-08-28 17:13:40
648,Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Please help urgently.,security,low,resolved,2025-09-29 17:13:40
649,Major issue: Browser performance issues,Chrome browser is very slow and unresponsive. This is affecting my work.,software,high,open,2025-11-01 17:13:40
650,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,open,2025-11-02 17:13:40
651,Suspicious email received,Received a phishing email claiming to be from IT. Has been happening since yesterday.,security,low,open,2025-11-19 17:13:40
652,Important: Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,medium,open,2025-10-01 17:13:40
653,Mouse not responding,Wireless mouse is not connecting to my computer. Has been happening since yesterday.,hardware,low,open,2025-10-07 17:13:40
654,Need help: Laptop screen flickering,My laptop screen keeps flickering and going black. Has been happening since yesterday.,hardware,medium,resolved,2025-08-29 17:13:40
655,Need help: Software installation error,Cannot install the updated version of Adobe Reader. This is affecting my work.,software,medium,open,2025-08-25 17:13:40
656,Laptop screen flickering,My laptop screen keeps flickering and going black.,hardware,low,in_progress,2025-10-14 17:13:40
657,Keyboard keys not working,Several keys on my keyboard have stopped responding. Multiple users are reporting this issue.,hardware,low,in_progress,2025-09-23 17:13:40
658,Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Please help urgently.,security,low,in_progress,2025-10-11 17:13:40
659,EMERGENCY: Printer paper jam,Office printer has a paper jam that I cannot clear. This is affecting my work.,hardware,high,open,2025-09-08 17:13:40
660,Email account issues,"Cannot access my email account, shows invalid credentials. Multiple users are reporting this issue.",account,low,open,2025-08-26 17:13:40
661,High priority: Keyboard keys not working,Several keys on my keyboard have stopped responding. Please help urgently.,hardware,medium,in_progress,2025-10-03 17:13:40
662,EMERGENCY: Printer paper jam,Office printer has a paper jam that I cannot clear. Please help urgently.,hardware,high,open,2025-09-04 17:13:40
663,Email client not syncing,Outlook is not syncing my emails properly. This is affecting my work.,software,low,resolved,2025-10-19 17:13:40
664,Email client not syncing,Outlook is not syncing my emails properly.,software,low,in_progress,2025-10-20 17:13:40
665,Account locked out,My account has been locked after multiple login attempts. Has been happening since yesterday.,account,low,in_progress,2025-10-12 17:13:40
666,Software license expired,AutoCAD showing license expired message. This is affecting my work.,software,low,open,2025-11-13 17:13:40
667,Data breach concern,"Concerned about potential data breach, unusual activity noticed. Has been happening since yesterday.",security,low,open,2025-10-08 17:13:40
668,Need help: Email client not syncing,Outlook is not syncing my emails properly. Has been happening since yesterday.,software,medium,resolved,2025-09-25 17:13:40
669,Important: Access permission needed,Need access to the shared drive for marketing team.,account,medium,open,2025-11-16 17:13:40
670,High priority: Data breach concern,"Concerned about potential data breach, unusual activity noticed. Please help urgently.",security,medium,open,2025-11-09 17:13:40
671,CRITICAL: New user account setup,New employee needs account setup for all systems. Multiple users are reporting this issue.,account,high,open,2025-09-08 17:13:40
672,Important: WiFi connection problems,Cannot connect to WiFi in conference room B. Multiple users are reporting this issue.,network,medium,open,2025-10-05 17:13:40
673,Important: Security certificate error,Getting security certificate error on company website. Has been happening since yesterday.,security,medium,open,2025-10-31 17:13:40
674,VPN not working,VPN connection keeps dropping every few minutes. This is affecting my work.,network,low,resolved,2025-10-25 17:13:40
675,Malware detected,Antivirus detected malware on my computer. Multiple users are reporting this issue.,security,low,resolved,2025-11-09 17:13:40
676,Network connectivity issues,Unable to connect to the office network from my laptop. This is affecting my work.,network,low,open,2025-10-11 17:13:40
677,Malware detected,Antivirus detected malware on my computer. Multiple users are reporting this issue.,security,low,open,2025-11-07 17:13:40
678,CRITICAL: Email account issues,"Cannot access my email account, shows invalid credentials. This is affecting my work.",account,high,in_progress,2025-09-15 17:13:40
679,CRITICAL: Email client not syncing,Outlook is not syncing my emails properly.,software,high,in_progress,2025-10-07 17:13:40
680,Printer paper jam,Office printer has a paper jam that I cannot clear. This is affecting my work.,hardware,low,open,2025-10-11 17:13:40
681,URGENT: Software installation error,Cannot install the updated version of Adobe Reader. This is affecting my work.,software,high,open,2025-11-11 17:13:40
682,Password reset request,I forgot my password and need to reset it. Please help urgently.,account,low,open,2025-08-30 17:13:40
683,Need help: Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,medium,open,2025-09-02 17:13:40
684,Network connectivity issues,Unable to connect to the office network from my laptop. Has been happening since yesterday.,network,low,open,2025-10-22 17:13:40
685,Email account issues,"Cannot access my email account, shows invalid credentials. Multiple users are reporting this issue.",account,low,open,2025-10-12 17:13:40
686,Important: Laptop screen flickering,My laptop screen keeps flickering and going black. Has been happening since yesterday.,hardware,medium,open,2025-10-02 17:13:40
687,Access permission needed,Need access to the shared drive for marketing team. Please help urgently.,account,low,in_progress,2025-11-04 17:13:40
688,Browser performance issues,Chrome browser is very slow and unresponsive. Please help urgently.,software,low,open,2025-11-08 17:13:40
689,Important: Keyboard keys not working,Several keys on my keyboard have stopped responding. This is affecting my work.,hardware,medium,open,2025-11-15 17:13:40
690,Browser performance issues,Chrome browser is very slow and unresponsive. Multiple users are reporting this issue.,software,low,open,2025-09-10 17:13:40
691,Major issue: Network connectivity issues,Unable to connect to the office network from my laptop. Please help urgently.,network,high,open,2025-10-04 17:13:40
692,Monitor display issues,Second monitor is not being detected by my computer. Please help urgently.,hardware,low,open,2025-10-03 17:13:40
693,Security certificate error,Getting security certificate error on company website. Please help urgently.,security,low,open,2025-09-06 17:13:40
694,Software license expired,AutoCAD showing license expired message. This is affecting my work.,software,low,open,2025-11-03 17:13:40
695,Important: Software installation error,Cannot install the updated version of Adobe Reader. Has been happening since yesterday.,software,medium,in_progress,2025-09-06 17:13:40
696,Important: WiFi connection problems,Cannot connect to WiFi in conference room B. Please help urgently.,network,medium,open,2025-10-19 17:13:40
697,Email account issues,"Cannot access my email account, shows invalid credentials. Multiple users are reporting this issue.",account,low,in_progress,2025-08-29 17:13:40
698,High priority: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Has been happening since yesterday.,security,medium,open,2025-11-01 17:13:40
699,Password reset request,I forgot my password and need to reset it. This is affecting my work.,account,low,open,2025-08-22 17:13:40
700,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,in_progress,2025-09-27 17:13:40
701,URGENT: Browser performance issues,Chrome browser is very slow and unresponsive. Has been happening since yesterday.,software,high,in_progress,2025-11-18 17:13:40
702,Need help: Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. This is affecting my work.,security,medium,in_progress,2025-10-31 17:13:40
703,Important: Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,medium,open,2025-08-26 17:13:40
704,Need help: Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,medium,open,2025-09-05 17:13:40
705,WiFi connection problems,Cannot connect to WiFi in conference room B. This is affecting my work.,network,low,open,2025-09-28 17:13:40
706,System down: Mouse not responding,Wireless mouse is not connecting to my computer. Has been happening since yesterday.,hardware,high,open,2025-09-11 17:13:40
707,Mouse not responding,Wireless mouse is not connecting to my computer. Please help urgently.,hardware,low,open,2025-11-16 17:13:40
708,Keyboard keys not working,Several keys on my keyboard have stopped responding.,hardware,low,resolved,2025-11-04 17:13:40
709,Network printer offline,Network printer is showing offline status. Multiple users are reporting this issue.,network,low,open,2025-09-19 17:13:40
710,High priority: Keyboard keys not working,Several keys on my keyboard have stopped responding. This is affecting my work.,hardware,medium,open,2025-11-07 17:13:40
711,Important: Slow internet speed,"Internet is extremely slow, pages take forever to load. Multiple users are reporting this issue.",network,medium,open,2025-09-13 17:13:40
712,High priority: Network connectivity issues,Unable to connect to the office network from my laptop. Multiple users are reporting this issue.,network,medium,open,2025-11-03 17:13:40
713,Mouse not responding,Wireless mouse is not connecting to my computer. Multiple users are reporting this issue.,hardware,low,resolved,2025-08-23 17:13:40
714,URGENT: Application crashing,Microsoft Excel crashes every time I open large files. Has been happening since yesterday.,software,high,open,2025-10-18 17:13:40
715,System down: Network printer offline,Network printer is showing offline status. Has been happening since yesterday.,network,high,resolved,2025-09-10 17:13:40
716,Important: Network printer offline,Network printer is showing offline status. Please help urgently.,network,medium,resolved,2025-11-10 17:13:40
717,Network connectivity issues,Unable to connect to the office network from my laptop. Multiple users are reporting this issue.,network,low,open,2025-10-23 17:13:40
718,Keyboard keys not working,Several keys on my keyboard have stopped responding. Has been happening since yesterday.,hardware,low,in_progress,2025-09-06 17:13:40
719,High priority: Slow internet speed,"Internet is extremely slow, pages take forever to load. Multiple users are reporting this issue.",network,medium,resolved,2025-10-12 17:13:40
720,Need help: Account locked out,My account has been locked after multiple login attempts. This is affecting my work.,account,medium,open,2025-11-12 17:13:40
721,Unauthorized access attempt,Multiple failed login attempts on my account from unknown location. Please help urgently.,security,low,open,2025-10-23 17:13:40
722,Mouse not responding,Wireless mouse is not connecting to my computer. This is affecting my work.,hardware,low,open,2025-11-15 17:13:40
723,Important: Laptop screen flickering,My laptop screen keeps flickering and going black. This is affecting my work.,hardware,medium,resolved,2025-09-14 17:13:40
724,New user account setup,New employee needs account setup for all systems. Multiple users are reporting this issue.,account,low,open,2025-09-11 17:13:40
725,High priority: Mouse not responding,Wireless mouse is not connecting to my computer. Please help urgently.,hardware,medium,resolved,2025-11-12 17:13:40
726,Need help: Security certificate error,Getting security certificate error on company website. Please help urgently.,security,medium,open,2025-08-23 17:13:40
727,Keyboard keys not working,Several keys on my keyboard have stopped responding. This is affecting my work.,hardware,low,resolved,2025-09-15 17:13:40
728,Need help: Slow internet speed,"Internet is extremely slow, pages take forever to load.",network,medium,in_progress,2025-10-16 17:13:40
729,Malware detected,Antivirus detected malware on my computer.,security,low,open,2025-09-25 17:13:40
730,VPN not working,VPN connection keeps dropping every few minutes. This is affecting my work.,network,low,in_progress,2025-10-17 17:13:40
731,Need help: Application crashing,Microsoft Excel crashes every time I open large files. Please help urgently.,software,medium,open,2025-10-25 17:13:40
732,Keyboard keys not working,Several keys on my keyboard have stopped responding. Has been happening since yesterday.,hardware,low,open,2025-09-27 17:13:40
